"PKEY","BOID","METABO","LASTUPDATE","PROCESSID","ROWCOMMENT","CREATED","CREATEDUSER","REPLACED","REPLACEDUSER","KURZBEZDT","BEZEICHNUNGDT","KURZBEZEN","BEZEICHNUNGEN","KURZBEZFR","BEZEICHNUNGFR","KURZBEZIT","BEZEICHNUNGIT","KURZBEZ05","BEZEICHNUNG05","KURZBEZ06","BEZEICHNUNG06","KURZBEZ07","BEZEICHNUNG07","KURZBEZ08","BEZEICHNUNG08","KURZBEZ09","BEZEICHNUNG09","KURZBEZ10","BEZEICHNUNG10","INTERNALNAME","SYSTEM_","ITSCOKOKATEGORIE","TIMESEG","ARCHIVETAG","MDBID"
115,"93",-9,2014-02-20 09:37:40.697236000,"P.-254007","",2014-02-20 09:37:40.697236000,"PMueller",3000-01-01 00:00:00.000000000,"","SBKK","Selbstbehalt","EXCC","Excess","FRRC","Franchise","FRRC","Franchigia","","","","","","","","","","","","","CT_MF_SELBSTBEHALT_VK","0","",2014-02-20,"",""
-249,"-2010007957",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","FFEG","Geschäftsvorfall Fallführungs-Event","","","","Opération commerciale événement de suivi du cas","","Evento conduzione caso operazione commerciale","","Geschäftsvorfall Fallführungs-Event","","","","","","","","","","","SYR_CodeTab_FallfuehrungEventGeschaeftsvorfall","1","",,"",""
-57,"-51404",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","FET","Fallmeldung Ermittlungstyp","","","FET","Déclaration de cas type de détermination","FET","Tipo di determinazione della notifica del caso","","Fallmeldung Ermittlungstyp","","","","","","","","","","","SYR_CodeTab_FallmeldungErmittlungTyp","1","",,"",""
-51152,"-51152",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","FGSTAT","Feel-Good-Status","","","FGSTAT","Statut Feel-Good","FGSTAT","Stato Feel-Good","","Feel-Good-Status","","","","","","","","","","","SYR_CodeTab_FeelGoodStat","1","",,"",""
-173,"-2010002666",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","FFS","Forderungen aus Fremdsystem","","","","Créances issues de système tiers","","Crediti da sistema terzo","","Forderungen aus Fremdsystem","","","","","","","","","","","SYR_CodeTab_ForderungFremdsystem","0","",,"",""
-20,"-51354",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","FDPEIN","Art der Einschätzung einer formellen Deckungsprüfung","","","FDPEIN","Genre d'évaluation d'un contrôle de couverture formel","FDPEIN","Genere della valutazione di una verifica formale della copertura","","Art der Einschätzung einer formellen Deckungsprüfung","","","","","","","","","","","SYR_CodeTab_FormelleDeckungspruefungEinschaetzung","1","",,"",""
-51298,"-51298",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","FLAM","Anrechnungsmodus","","","FLAM","Mode de facturation","FLAM","Modalità di conteggio","","Anrechnungsmodus","","","","","","","","","","","SYR_CodeTab_FremdLeistungsAnrechnungsModus","1","",,"",""
-51146,"-51146",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","FAB","Fremdleistung Änderung ab","","","FAB","Prestation étrangère modification à partir du","FAB","Modifica prestazione terza dal","","Fremdleistung Änderung ab","","","","","","","","","","","SYR_CodeTab_FremdLst_AenderungAb","1","",,"",""
-51184,"-51184",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","FLC","Kontext: Fremdleistung","","","FLC","Contexte: Prestation étrangère","FLC","Contesto: Prestazione terza","","Kontext: Fremdleistung","","","","","","","","","","","SYR_CodeTab_FremdleistungContext","1","",,"",""
-106,"-51454",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","FGrund","Fristgrund","","","FGrund","Motif du délai","FGrund","Motivo del termine","","Fristgrund","","","","","","","","","","","SYR_CodeTab_Frist_Grund","0","",,"",""
-107,"-51453",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","FrKlas","Klassierung der Frist","","","FrKlas","Classification du délai","FrKlas","Classificazione del termine","","Klassierung der Frist","","","","","","","","","","","SYR_CodeTab_Frist_Klassierung","0","",,"",""
116,"94",-9,2014-02-20 09:54:38.128461000,"P.-254007","",2014-02-20 09:54:38.128461000,"PMueller",3000-01-01 00:00:00.000000000,"","KMKK","Kilometerklasse","KMCC","Kilometre Classe","KMCC","Classe de kilomètres","KMCC","Fascia di chilometri","","","","","","","","","","","","","CT_MF_KILOMETERKLASSEN_VK","0","",2014-02-20,"",""
117,"95",-9,2014-02-20 10:10:42.677803000,"P.-254007","",2014-02-20 10:10:42.677803000,"PMueller",3000-01-01 00:00:00.000000000,"","LEAS","Leasing","LEAS","Leasing","LEAS","Leasing","LEAS","Leasing","","","","","","","","","","","","","CT_MF_LEASING_VK","0","",2014-02-20,"",""
181,"181",-9,2013-04-04 13:16:49.761651000,"P.-123901","BOI_6291",2013-04-04 13:16:49.761651000,"lwe",3000-01-01 00:00:00.000000000,"","BM","Auswahl Kanal","CM","Channel choice","GdR","Choix de canal","BM","Auswahl Kanal","","","","","","","","","","","","","CT_BM_AuswahlKanal","0","",2013-04-04,"",""
182,"182",-9,2013-04-04 11:18:48.394901000,"P.-123901","BOI_6291",2013-04-04 11:18:48.394901000,"lwe",3000-01-01 00:00:00.000000000,"","BM","Beschwerde Anzahl","CM","Number of complaint","GdR","Nombre de réclamations","BM","Beschwerde Anzahl","","","","","","","","","","","","","CT_BeschwerdeAnzahl","0","",2013-04-04,"",""
183,"183",-9,2013-04-04 11:22:38.682129000,"P.-123901","BOI_6291",2013-04-04 11:22:38.682129000,"lwe",3000-01-01 00:00:00.000000000,"","BM","Art der Beschwerde","CM","Type of complaint","GdR","Type de réclamation","BM","Art der Beschwerde","","","","","","","","","","","","","CT_BeschwerdeArt","0","",2013-04-04,"",""
184,"184",-9,2013-04-04 13:11:14.234520000,"P.-123901","BOI_6291",2013-04-04 13:11:14.234520000,"lwe",3000-01-01 00:00:00.000000000,"","BM","Beschwerde-Eingang","CM","Input channel","GdR","Canal d entrée","BM","Beschwerde-Eingang","","","","","","","","","","","","","CT_BeschwerdeEingang","0","",2013-04-04,"",""
185,"185",-9,2013-04-04 13:38:38.773697000,"P.-123901","BOI_6291",2013-04-04 13:38:38.773697000,"lwe",3000-01-01 00:00:00.000000000,"","BM","Thema Kundensicht grob","CM","Client matter summary","GdR","Point de vue client résumé","BM","Thema Kundensicht grob","","","","","","","","","","","","","CT_BM_KundensichtThemaGrob","0","",2013-04-04,"",""
186,"186",-9,2013-04-04 13:40:27.814247000,"P.-123901","BOI_6291",2013-04-04 13:40:27.814247000,"lwe",3000-01-01 00:00:00.000000000,"","BM","Thema Kundensicht detail","CM","Client matter detail","GdR","Point de vue client détaillé","BM","Thema Kundensicht detail","","","","","","","","","","","","","C_BM_Thema_Kundensicht_detail","0","",2013-04-04,"",""
187,"187",-9,2013-04-04 13:44:04.087644000,"P.-123901","BOI_6291",2013-04-04 13:44:04.087644000,"lwe",3000-01-01 00:00:00.000000000,"","BM","Qualitätsobjekt","CM","Quality object","GdR","Objet de qualité","BM","Qualitätsobjekt","","","","","","","","","","","","","CT_Qualitaetsobjekt","0","",2013-04-04,"",""
188,"188",-9,2013-04-04 13:46:19.559539000,"P.-123901","BOI_6291",2013-04-04 13:46:19.559539000,"lwe",3000-01-01 00:00:00.000000000,"","BM","Nebenbeschwerden","CM","Side complaints","GdR","Réclamations complémentaires","BM","Nebenbeschwerden","","","","","","","","","","","","","CT_Nebenbeschwerden","0","",2013-04-04,"",""
1242,"1122",-9,2015-12-09 09:51:06.172605000,"P.-123901","",2015-12-09 09:39:27.875237000,"PMueller",2015-12-09 09:51:06.172605000,"PMueller","VI_hub","Hubraum (hub)","VI_hub","Hubraum (hub)","VI_hub","Hubraum (hub)","VI_hub","Hubraum (hub)","","","","","","","","","","","","","CT_VIVAO_MF_HAFT_HUB","0","",3000-01-01,"",""
2023,"1763",-9,2016-05-02 15:55:41.412360000,"P.-123901","",2016-05-02 15:55:41.412360000,"RAbegg",3000-01-01 00:00:00.000000000,"","GEB","Behebungsart","GEB","Behebungsart","GEB","Behebungsart","GEB","Behebungsart","","","","","","","","","","","","","CT_Behebungsart","0","",3000-01-01,"",""
-251,"-2010007351",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","FBTYP","Fristbeginntyp","","","","Type de début de délai","","Tipo di inizio di scadenza","","Fristbeginntyp","","","","","","","","","","","SYR_CodeTab_Fristbeginntyp","1","",,"",""
-51326,"-51326",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","ZAHNQU","Zahn Quadrant","","","ZAHNQU","Quadrant dentaire","ZAHNQU","Quadrante dente","","Zahn Quadrant","","","","","","","","","","","SYR_CodeTab_GOZ_Quadrant","1","",,"",""
-51327,"-51327",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","ZHNSTS","Zahnstatus","","","","Statut dentaire","","Stato del dente","","Zahnstatus","","","","","","","","","","","SYR_CodeTab_GOZ_ZAHNSTATUS","1","",,"",""
-51330,"-51330",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","ZHNER","Zahnstatus Erstell-Code","","","ZHNER","Code d'étab. statut dentaire","ZHNER","Codice di allestimento stato del dente","","Zahnstatus Erstell-Code","","","","","","","","","","","SYR_CodeTab_GOZ_ZAHNSTATUS_ERSTELL_CODE","1","",,"",""
-51075,"-51075",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","LABZTT","Tarifgemeinschaftswechsel","","","LABZTT","Changement de communauté tarifaire","LABZTT","Cambio di comunità tariffaria","","Tarifgemeinschaftswechsel","","","","","","","","","","","SYR_CodeTab_GTGW","1","",,"",""
-252,"-2010008648",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","GTINTP","GTIN Type","","","","Type GTIN","","Tipo GTIN","","GTIN Type","","","","","","","","","","","SYR_CodeTab_GTINType","1","",,"",""
-50970,"-50970",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TZGUEL","Tarifziffergültigkeit","","","TZGUEL","Validité de clé de tarif","TZGUEL","Validità cifra tariffale","","Tarifziffergültigkeit","","","","","","","","","","","SYR_CodeTab_GUELTIGKET_TARIFZIFFER","1","",,"",""
-78,"-51428",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","ZUERS","Gefährdungsklasse","","","ZUERS","Classe de risque","ZUERS","Classe di pericolo","","Gefährdungsklasse","","","","","","","","","","","SYR_CodeTab_Gefaehrdungsklasse","1","",,"",""
-86,"-51440",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","GEGENS","Gegenstand","","","GEGENS","Objet","GEGENS","Oggetto","","Gegenstand","","","","","","","","","","","SYR_CodeTab_Gegenstand","0","",,"",""
-87,"-51441",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","GEGZUS","Gegenstand Zusatz","","","GEGZUS","Objet complément","GEGZUS","Complemento dell'oggetto","","Gegenstand Zusatz","","","","","","","","","","","SYR_CodeTab_Gegenstand_Zusatz","0","",,"",""
-51023,"-51023",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","GETAVE","Generationentafel-Verwendung","","","GETAVE","Generationentafel-Verwendung","GETAVE","Utilizzo della tabella delle generazioni","","Generationentafel-Verwendung","","","","","","","","","","","SYR_CodeTab_GeneTafelVerw","1","",,"",""
-50972,"-50972",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","GENCOM","Allgemeiner Vergleichsoperator","","","GENCOM","Opérateur de comparaison général","GENCOM","Operatore di confronto generale","","Allgemeiner Vergleichsoperator","","","","","","","","","","","SYR_CodeTab_GeneralCompare","1","",,"",""
-51195,"-51195",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","GesVM","Gesetzlich zulässige AVM-Versicherungsmodelle","","","GesVM","Modèles d'assurance MAA autorisés par la loi","GesVM","Modelli assicurativi MAA ammessi per legge","","Gesetzlich zulässige AVM-Versicherungsmodelle","","","","","","","","","","","SYR_CodeTab_GesAVMVersm","0","",,"",""
-253,"-2010007847",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","GeVo","Geschäftsvorfall","","","","Geschäftsvorfall","","Geschäftsvorfall","","Geschäftsvorfall","","","","","","","","","","","SYR_CodeTab_Geschaeftsvorfall","0","",,"",""
-500231,"-500231",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Sex","Geschlecht","","","Sex","Sexe","Sex","Sesso","","Geschlecht","","","","","","","","","","","SYR_CodeTab_Geschlecht","1","",,"",""
-254,"-2010006382",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","GSGGT","Gesetzesgrund Gültig bei Tariftyp","","","","Base légale applicable pour le type de tarif","","Base legale valida per il tipo di tariffa","","Gesetzesgrund Gültig bei Tariftyp","","","","","","","","","","","SYR_CodeTab_GesetzesgrundGueltig","1","",,"",""
-51243,"-51243",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","ABrBr","Berechnung Abrede","","","ABrBr","Calcul convention","ABrBr","Calcolo accordo","","Berechnung Abrede","","","","","","","","","","","SYR_CodeTab_GlobalService_BerechnungAbrede","1","",,"",""
-51163,"-51163",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","CPType","Kontaktkanal","","","CPType","Canal de contact","CPType","Canale contatto","","Kontaktkanal","","","","","","","","","","","SYR_CodeTab_GlobalService_ContactPointType","1","",,"",""
-51164,"-51164",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","CPUTyp","Kommunikationsmittel-Typ","","","CPUTyp","Type de moyen de communication","CPUTyp","Tipo di mezzo di comunicazione","","Kommunikationsmittel-Typ","","","","","","","","","","","SYR_CodeTab_GlobalService_ContactPointUsageType","1","",,"",""
-51100,"-51100",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","AbfHis","History-Code","","","AbfHis","History-Code","AbfHis","Codice history","","History-Code","","","","","","","","","","","SYR_CodeTab_GlobalService_HistoryCode","1","",,"",""
-51151,"-51151",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","IndBez","Individuum-Beziehung","","","IndBez","Relation individu","IndBez","Relazione individuo","","Individuum-Beziehung","","","","","","","","","","","SYR_CodeTab_GlobalService_Individuum_Beziehung","1","",,"",""
-51053,"-51053",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","KRA","Kriterium relevantes Attribut","","","KRA","Attribut pertinent pour le critère","KRA","Attributo rilevante per il criterio","","Kriterium relevantes Attribut","","","","","","","","","","","SYR_CodeTab_GlobalService_KriteriumRelAttribute","1","",,"",""
842,"742",-9,2015-07-24 13:37:04.278921000,"P.-254007","",2015-07-24 13:37:04.278921000,"DHaramincic",3000-01-01 00:00:00.000000000,"","RG_UVV","Risikogruppe","RG_UVV","Risk group","RG_UVV","Groupe de risque","RG_UVV","Gruppo di rischio","","","","","","","","","","","","","CT_RG_UVV","0","",3000-01-01,"",""
1621,"1361",-9,2016-02-23 12:44:18.156347000,"P.-123901","",2016-02-18 11:12:30.458546000,"LMennitto",2016-02-23 12:44:18.156347000,"LMennitto","mohasb","Selbstbehalt Haftpflicht","mohasb","Selbstbehalt Haftpflicht","mohasb","Selbstbehalt Haftpflicht","mohasb","Selbstbehalt Haftpflicht","","","","","","","","","","","","","CT_VIVAO_MOTO_HAFT_SB","0","61",3000-01-01,"",""
2101,"1741",-9,2016-05-06 16:18:26.179738000,"P.-207901","",2016-05-06 16:18:26.179738000,"PMueller",3000-01-01 00:00:00.000000000,"","DICDIL","Deckungstyp","DICDIL","Deckungstyp","DICDIL","Deckungstyp","DICDIL","Deckungstyp","","","","","","","","","","","","","CT_PHV_DECKUNGSTYP","0","",3000-01-01,"",""
782,"702",-9,2015-07-22 16:58:49.361894000,"P.-253735","",2015-07-22 16:58:49.361894000,"PMueller",3000-01-01 00:00:00.000000000,"","AE","Arbeitseinsatz","AE","Arbeitseinsatz","AE","Arbeitseinsatz","AE","Arbeitseinsatz","","","","","","","","","","","","","U_CT_AE","0","",3000-01-01,"",""
1041,"921",-9,2015-10-19 11:57:12.587369000,"P.-123901","",2015-10-19 11:57:12.587369000,"PMueller",3000-01-01 00:00:00.000000000,"","UZ_PSM","Prämiensatz Männer in Promille","UZ_PSM","Prämiensatz Männer in Promille","UZ_PSM","Prämiensatz Männer in Promille","UZ_PSM","Prämiensatz Männer in Promille","","","","","","","","","","","","","CT_UVGZ_HEILUNGSKOSTENZUSATZ_PSM","0","",3000-01-01,"",""
2901,"9adcc3b7-038f-4e87-9b26-4374fbec0246",-9,2017-10-20 10:20:49.589647000,"P.-123901","",2017-09-06 17:24:04.353899000,"MMajor",2017-10-20 10:20:49.589647000,"MMajor","RSZUIN","Internet Rechtsschutz","","","","","","","","","","","","","","","","","","","CT_RS_ZUSATZ_INTERNET_RS","0","",3000-01-01,"",""
1622,"1362",-9,2016-06-03 10:37:33.796368000,"P.-254007","",2016-02-18 11:25:26.216871000,"LMennitto",2016-06-03 10:37:33.796368000,"FStofer","bmf","Bonusstufe","bmf","Bonusstufe","bmf","Bonusstufe","bmf","Bonusstufe","","","","","","","","","","","","","CT_VIVAO_MOTO_BONUSSTUFE","0","61",3000-01-01,"",""
2602,"2282",-9,2016-08-30 14:42:26.016119000,"P.-254007","",2016-08-30 14:42:26.016119000,"DHaramincic",3000-01-01 00:00:00.000000000,"","RKAT","Sparte","RKAT","Sparte","RKAT","Sparte","RKAT","Sparte","","","","","","","","","","","","","AD_CT_RKAT_SPARTE","0","",3000-01-01,"",""
2041,"1781",-9,2016-05-02 18:30:18.131960000,"P.-123901","",2016-05-02 18:30:18.131960000,"PMueller",3000-01-01 00:00:00.000000000,"","VSGlGe","Versicherungssumme","VSGlGe","Versicherungssumme","VSGlGe","Versicherungssumme","VSGlGe","Versicherungssumme","","","","","","","","","","","","","CT_PB_GLAS_VS","0","",3000-01-01,"",""
921,"821",-9,2015-08-10 14:07:57.048945000,"P.-123901","",2015-08-10 14:07:57.048945000,"DHaramincic",3000-01-01 00:00:00.000000000,"","FDSTAT","Falldossier Status definitiv","FDSTAT","Falldossier Status definitiv","FDSTAT","Falldossier Status definitiv","FDSTAT","Falldossier Status definitiv","","","","","","","","","","","","","CT_FDSTAT","0","",3000-01-01,"",""
2461,"2141",-9,2016-07-15 15:43:41.277041000,"P.-123901","",2016-07-15 15:43:41.277041000,"PMueller",3000-01-01 00:00:00.000000000,"","AnzVP","Anzahl Familienmitglieder","AnzVP","Anzahl Familienmitglieder","AnzVP","Anzahl Familienmitglieder","AnzVP","Anzahl Familienmitglieder","","","","","","","","","","","","","CT_KRANKEN_ANZAHL_FAMILIENMITGLIEDER","0","",3000-01-01,"",""
601,"422",-9,2015-05-20 09:48:28.546500000,"P.-207901","",2015-05-20 09:48:28.546500000,"PMueller",3000-01-01 00:00:00.000000000,"","RSVERS","Versicherungsart","RSVERS","Versicherungsart","RSVERS","Couverture","RSVERS","Versicherungsart","","","","","","","","","","","","","CT_RS_VERSICHERUNGSART","0","",2014-07-23,"",""
-36,"-51204",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","VERDUR","Verdachtsursache","","","VERDUR","Cause de soupçon","VERDUR","Causa del sospetto","","Verdachtsursache","","","","","","","","","","","SYR_CodeTab_SchadenVerdachtsursache","0","",,"",""
-37,"-51109",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","SZC","Kontext: Schadenzahler","","","SZC","Contexte: Payeur du sinistre","SZC","Contesto: Pagante sinistro","","Kontext: Schadenzahler","","","","","","","","","","","SYR_CodeTab_SchadenZahlerContext","1","",,"",""
-38,"-51108",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","SZCont","Kontext: Schaden-Zlg.","","","SZCont","Contexte: Pmt du sinistre","SZCont","Contesto: Pagam. sinistro","","Kontext: Schaden-Zlg.","","","","","","","","","","","SYR_CodeTab_SchadenZahlungContext","1","",,"",""
