"PKEY","BOID","METABO","LASTUPDATE","PROCESSID","ROWCOMMENT","CREATED","BIZCREATED","CREATEDUSER","BIZUSER","REPLACED","REPLACEDUSER","GUELTAB","GUELTBIS","STATEFROM","STATEUPTO","STATEBEGIN","STATEEND","KURZBEZDT","BEZEICHNUNGDT","KURZBEZEN","BEZEICHNUNGEN","KURZBEZFR","BEZEICHNUNGFR","KURZBEZIT","BEZEICHNUNGIT","KURZBEZ05","BEZEICHNUNG05","KURZBEZ06","BEZEICHNUNG06","KURZBEZ07","BEZEICHNUNG07","KURZBEZ08","BEZEICHNUNG08","KURZBEZ09","BEZEICHNUNG09","KURZBEZ10","BEZEICHNUNG10","INTERNALNAME","AKTIV","TARIFGRUPPETYP","TARIFGRPERSTELLER","TARIFGRUPPEART","QUALIPRUEFMOEGL","CODE","BESCHREIBUNGDT","BESCHREIBUNGEN","BESCHREIBUNGFR","BESCHREIBUNGIT","BESCHREIBUNG05","BESCHREIBUNG06","BESCHREIBUNG07","BESCHREIBUNG08","BESCHREIBUNG09","BESCHREIBUNG10","LASTMUTATION","TAEL_ID","REGINTERNGENERELL","TIMESEG","ARCHIVETAG","MDBID"
1296,"972",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Nuklea","Nuklearmedizinische Auswertung","Nuklea","Nuklearmedizinische Auswertung","Nuklea","Evaluation de médecine nucléaire","Nuklea","Interpretazione di medicina nucleare","","","","","","","","","","","","","SPA_114","-10110","-62441","-63029","-62332","-10110","114","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1297,"973",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Nuklea","Nuklearmedizinischer Patientenmessraum und Applikationsraum","Nuklea","Nuklearmedizinischer Patientenmessraum und Applikationsraum","Nuklea","Salle de mesure et d'applications pour patients de médecine nucléaire","Nuklea","Sala misurazioni e applicazioni pazienti di medicina nucleare","","","","","","","","","","","","","SPA_115","-10110","-62441","-63029","-62332","-10110","115","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1298,"974",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"CTUebe","CT-überwachte Eingriffe","CTUebe","CT-überwachte Eingriffe","CTUebe","Interventions sous surveillance CT","CTUebe","Interventi effettuati sotto sorveglianza TAC","","","","","","","","","","","","","SPA_116","-10110","-62441","-63029","-62332","-10110","116","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1299,"975",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"MRIUeb","MRI-überwachte Eingriffe","MRIUeb","MRI-überwachte Eingriffe","MRIUeb","Interventions sous surveillance IRM","MRIUeb","Interventi effettuati sotto sorveglianza RMN","","","","","","","","","","","","","SPA_117","-10110","-62441","-63029","-62332","-10110","117","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1300,"976",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Bestra","Bestrahlungsplanung Radiochirurgie/Radiotherapie","Bestra","Bestrahlungsplanung Radiochirurgie/Radiotherapie","Bestra","Planification d'irradiation en radiochirurgie/radiothérapie","Bestra","Planificazione di irradiazione in radiochirurgia/radioterapia","","","","","","","","","","","","","SPA_118","-10110","-62441","-63029","-62332","-10110","118","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1301,"977",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Betrie","Betriebsstelle Röntgeninstitut","Betrie","Betriebsstelle Röntgeninstitut","Betrie","Unité d'exploitation Institut de radiologie","Betrie","Unità di esercizio di istituto radiologico","","","","","","","","","","","","","SPA_119","-10110","-62441","-63029","-62332","-10110","119","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1302,"978",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"UBRBVT","UBR mit BV-TV","UBRBVT","UBR mit BV-TV","UBRBVT","Salle d'examen et de traitement avec amplificateur de brillance","UBRBVT","SET con dotazione di amplificatore di brillanza/video","","","","","","","","","","","","","SPA_12","-10110","-62441","-63029","-62332","-10110","12","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1303,"979",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"AIP","AIP (Administrations-Infrastrukturpauschale)","AIP","AIP (Administrations-Infrastrukturpauschale)","AIP","FAI (forfait d'administration et d'infrastructure)","AIP","FAI (Forfait per amministrazione e infrastruttura)","","","","","","","","","","","","","SPA_120","-10110","-62441","-63029","-62332","-10110","120","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1510,"1186",-1083,2014-01-21 11:36:07.821502000,"B.144","",2014-01-21 11:36:07.821502000,2014-01-21 11:36:07.821502000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"05","Herzkatheter und Elektrophysiologie","05","Herzkatheter und Elektrophysiologie","05","Cathétérisme cardiaque et électrophysiologie","05","Cateterismo cardiaco ed elettrofisiologia","","","","","","","","","","","","","B_001_05","-10110","-49994","-63029","-62331","-10110","LB-05","","","","","","","","","","",,7877562,"-62241",3000-01-01,"",""
1511,"1187",-1083,2014-01-21 11:36:07.961662000,"B.144","",2014-01-21 11:36:07.961662000,2014-01-21 11:36:07.961662000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"06","Biofeedback-Training","06","Biofeedback-Training","06","Rééducation par biofeedback","06","Training di biofeedback","","","","","","","","","","","","","B_001_06","-10110","-49994","-63029","-62331","-10110","LB-06","","","","","","","","","","",,7877565,"-62241",3000-01-01,"",""
1512,"1188",-1083,2014-01-21 11:36:08.098697000,"B.144","",2014-01-21 11:36:08.098697000,2014-01-21 11:36:08.098697000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2006-03-31,2001-01-01,2006-03-31,1000-01-01,3000-01-01,"07","Geburtsbetreuung und Geburtsleitung","07","Geburtsbetreuung und Geburtsleitung","07","Prise en charge et conduite de l'accouchement","07","Assistenza e guida al parto","","","","","","","","","","","","","B_001_07","-10110","-49994","-63029","-62331","-10110","LB-07","","","","","","","","","","",,7877568,"-62241",3000-01-01,"",""
1513,"1189",-1083,2014-01-21 11:36:08.232973000,"B.144","",2014-01-21 11:36:08.232973000,2014-01-21 11:36:08.232973000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"08","Angiografie","08","Angiografie","08","Angiographie","08","Angiografia","","","","","","","","","","","","","B_001_08","-10110","-49994","-63029","-62331","-10110","LB-08","","","","","","","","","","",,7877571,"-62241",3000-01-01,"",""
1514,"1190",-1083,2014-01-21 11:36:08.372836000,"B.144","",2014-01-21 11:36:08.372836000,2014-01-21 11:36:08.372836000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,2001-01-01,2007-12-31,1000-01-01,3000-01-01,"09","Mammografie, Screening","09","Mammografie, Screening","09","Mammographie, dépistage","09","Mammografia, screening","","","","","","","","","","","","","B_001_09","-10110","-49994","-63029","-62331","-10110","LB-09","","","","","","","","","","",,7877574,"-62241",3000-01-01,"",""
1515,"1191",-1083,2014-01-21 11:36:08.515186000,"B.144","",2014-01-21 11:36:08.515186000,2014-01-21 11:36:08.515186000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,2006-03-31,1000-01-01,2006-03-31,"10","Leistungen in der Intensivpflegestationen (IPS)","10","Leistungen in der Intensivpflegestationen (IPS)","10","Prestations dans le service de soins intensifs","10","Prestazioni nell' unitá di Cure  Intensive","","","","","","","","","","","","","B_001_10","-10110","-49994","-63029","-62331","-10110","LB-10","","","","","","","","","","",,7877577,"-62241",3000-01-01,"",""
1516,"1191",-1083,2014-01-21 11:36:08.515186000,"B.144","",2014-01-21 11:36:08.515186000,2014-01-21 11:36:08.515186000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2006-04-01,3000-01-01,2006-04-01,3000-01-01,"10","Leistungen in der Intensivpflegestationen ({IPS})","10","Leistungen in der Intensivpflegestationen ({IPS})","10","Prestations dans le service de soins intensifs","10","Prestazioni nell' unitá di Cure  Intensive({UCI})","","","","","","","","","","","","","B_001_10","-10110","-49994","-63029","-62331","-10110","LB-10","","","","","","","","","","",,7877577,"-62241",3000-01-01,"",""
1517,"1192",-1083,2014-01-21 11:36:08.656945000,"B.144","",2014-01-21 11:36:08.656945000,2014-01-21 11:36:08.656945000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"11","Berufskrankheitenprophylaxe","11","Berufskrankheitenprophylaxe","11","Prophylaxie des maladies professionnelles","11","Profilassi delle malattie professionali","","","","","","","","","","","","","B_001_11","-10110","-49994","-63029","-62331","-10110","LB-11","","","","","","","","","","",,7877580,"-62241",3000-01-01,"",""
1518,"1193",-1083,2014-01-21 11:36:08.791477000,"B.144","",2014-01-21 11:36:08.791477000,2014-01-21 11:36:08.791477000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"12","Elektrophysiologische kardiale Diagnostik u/o Therapie","12","Elektrophysiologische kardiale Diagnostik u/o Therapie","12","Diagnostic et/ou traitement électrophysiologique cardiaque","12","Procedimento elettrofisiologico cardiaco diagnostico e/o terapeutico","","","","","","","","","","","","","B_001_12","-10110","-49994","-63029","-62331","-10110","LB-12","","","","","","","","","","",,7877583,"-62241",3000-01-01,"",""
1519,"1194",-1083,2014-01-21 11:36:08.929637000,"B.144","",2014-01-21 11:36:08.929637000,2014-01-21 11:36:08.929637000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,2001-01-01,2007-12-31,1000-01-01,3000-01-01,"13","Darstellung der Gallenwege über nasobiliären/transpapillären Katheter","13","Darstellung der Gallenwege über nasobiliären/transpapillären Katheter","13","Examen des voies biliaires par cathéter naso-biliaire ou transpapillaire","13","Radiografia delle vie biliari attraverso un catetere nasobiliare/transpapillare","","","","","","","","","","","","","B_001_13","-10110","-49994","-63029","-62331","-10110","LB-13","","","","","","","","","","",,7877586,"-62241",3000-01-01,"",""
1520,"1195",-1083,2014-01-21 11:36:09.066300000,"B.144","",2014-01-21 11:36:09.066300000,2014-01-21 11:36:09.066300000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"14","Zytologie zur Krebsvorsorge","14","Zytologie zur Krebsvorsorge","14","Examen cytologique de dépistage","14","Citologia di prevenzione tumorale","","","","","","","","","","","","","B_001_14","-10110","-49994","-63029","-62331","-10110","LB-14","","","","","","","","","","",,7877589,"-62241",3000-01-01,"",""
1521,"1196",-1083,2014-01-21 11:36:09.205069000,"B.144","",2014-01-21 11:36:09.205069000,2014-01-21 11:36:09.205069000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2010-04-01,3000-01-01,2010-04-01,3000-01-01,1000-01-01,3000-01-01,"15","Iridektomie/Korepraxie mittels Laser und Kapsulotomie/Membranotomie/Synechiolyse mittels Laser","15","Iridektomie/Korepraxie mittels Laser und Kapsulotomie/Membranotomie/Synechiolyse mittels Laser","15","Iridectomie ou corepraxie par laser et capsulotomie ou membranotomie ou synéchiolyse par laser","15","Iridectomia/coreoprassia mediante laser e capsulotomia/membranotomia/sinechiolisi mediante laser","","","","","","","","","","","","","B_001_15","-10110","-49994","-63029","-62331","-10110","LB-15","","","","","","","","","","",,7877592,"-62241",3000-01-01,"",""
1522,"1197",-1083,2014-01-21 11:36:09.342643000,"B.144","",2014-01-21 11:36:09.342643000,2014-01-21 11:36:09.342643000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,2008-06-30,2008-01-01,2008-06-30,1000-01-01,3000-01-01,"20","Ultraschalldiagnostik der Gefässe","20","Ultraschalldiagnostik der Gefässe","20","Diagnostic par ultrasons des vaisseaux","20","Diagnostica ultrasonografica dei vasi","","","","","","","","","","","","","B_001_20","-10110","-49994","-63029","-62331","-10110","LB-20","","","","","","","","","","",,7877595,"-62241",3000-01-01,"",""
1523,"1198",-1083,2014-01-21 11:36:09.485316000,"B.144","",2014-01-21 11:36:09.485316000,2014-01-21 11:36:09.485316000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"51","Alle Tarifpositionen der Psychiatrie","51","Alle Tarifpositionen der Psychiatrie","51","Toutes les prestations de la psychiatrie","51","Tutte le prestazioni di psichiatria","","","","","","","","","","","","","B_001_51","-10110","-49994","-63029","-62331","-10110","LB-51","","","","","","","","","","",,7877598,"-62241",3000-01-01,"",""
1524,"1199",-1083,2014-01-21 11:36:09.622859000,"B.144","",2014-01-21 11:36:09.622859000,2014-01-21 11:36:09.622859000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"52","Alle Tarifpositionen der Anästhesie","52","Alle Tarifpositionen der Anästhesie","52","Toutes les prestations de l'anesthésie","52","Tutte le prestazioni di anestesiologia","","","","","","","","","","","","","B_001_52","-10110","-49994","-63029","-62331","-10110","LB-52","","","","","","","","","","",,7877601,"-62241",3000-01-01,"",""
1508,"1184",-1083,2014-01-21 11:36:07.546286000,"B.144","",2014-01-21 11:36:07.546286000,2014-01-21 11:36:07.546286000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"03","Kontaktlinsen","03","Kontaktlinsen","03","Lentilles de contact","03","Lenti a contatto","","","","","","","","","","","","","B_001_03","-10110","-49994","-63029","-62331","-10110","LB-03","","","","","","","","","","",,7877556,"-62241",3000-01-01,"",""
1509,"1185",-1083,2014-01-21 11:36:07.684439000,"B.144","",2014-01-21 11:36:07.684439000,2014-01-21 11:36:07.684439000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"04","Schlafdiagnostik","04","Schlafdiagnostik","04","Étude du sommeil","04","Diagnostica del sonno","","","","","","","","","","","","","B_001_04","-10110","-49994","-63029","-62331","-10110","LB-04","","","","","","","","","","",,7877559,"-62241",3000-01-01,"",""
1305,"981",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Roentg","Röntgenraum I","Roentg","Röntgenraum I","Roentg","Salle de radiologie I","Roentg","Sala raggi I","","","","","","","","","","","","","SPA_122","-10110","-62441","-63029","-62332","-10110","122","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1306,"982",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Roentg","Röntgenraum III","Roentg","Röntgenraum III","Roentg","Salle de radiologie III","Roentg","Sala raggi III","","","","","","","","","","","","","SPA_123","-10110","-62441","-63029","-62332","-10110","123","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1307,"983",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Mammog","Mammographie","Mammog","Mammographie","Mammog","Mammographie","Mammog","Mammografia","","","","","","","","","","","","","SPA_124","-10110","-62441","-63029","-62332","-10110","124","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1308,"984",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Angiog","Angiografie/nicht-kard-intervent. Radiologie","Angiog","Angiografie/nicht-kard-intervent. Radiologie","Angiog","Angiographie/radiologie interventionnelle non cardiaque","Angiog","Angiografia/radiologia non interventistico-cardiologica","","","","","","","","","","","","","SPA_125","-10110","-62441","-63029","-62332","-10110","125","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1309,"985",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Comput","Computer-Tomographie (CT)","Comput","Computer-Tomographie (CT)","Comput","Tomodensitométrie (CT)","Comput","Tomografia computerizzata (TAC)","","","","","","","","","","","","","SPA_126","-10110","-62441","-63029","-62332","-10110","126","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1310,"986",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Magnet","Magnet Resonanz Imaging (MRI)","Magnet","Magnet Resonanz Imaging (MRI)","Magnet","Imagerie par résonance magnétique (IRM)","Magnet","Risonanza magnetica (IMR)","","","","","","","","","","","","","SPA_127","-10110","-62441","-63029","-62332","-10110","127","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1311,"987",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Praxis","Von der Liechtensteinischen Ärztekammer als Praxis-Op und OP 1 anerkannter OP","Praxis","Von der Liechtensteinischen Ärztekammer als Praxis-Op und OP 1 anerkannter OP","Praxis","Von der Liechtensteinischen Ärztekammer als Praxis-Op und OP 1 anerkannter OP","Praxis","Von der Liechtensteinischen Ärztekammer als Praxis-Op und OP 1 anerkannter OP","","","","","","","","","","","","","SPA_128","-10110","-62441","-63029","-62332","-10110","128","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1312,"988",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Mammog","Mammografie-Screening","Mammog","Mammografie-Screening","Mammog","Mammographie comme examen systématique","Mammog","Mammografia/screening","","","","","","","","","","","","","SPA_129","-10110","-62441","-63029","-62332","-10110","129","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1313,"989",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"AmbOnk","Ambulante Onkologie-Pflege","AmbOnk","Ambulante Onkologie-Pflege","AmbOnk","Oncologie, soins ambulatoires","AmbOnk","Cura oncologica ambulatoriale","","","","","","","","","","","","","SPA_13","-10110","-62441","-63029","-62332","-10110","13","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1314,"990",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Durchl","Durchleuchtung-überwachte Eingriffe","Durchl","Durchleuchtung-überwachte Eingriffe","Durchl","Interventions sous surveillance par scopie","Durchl","interventi sotto radioscopia","","","","","","","","","","","","","SPA_130","-10110","-62441","-63029","-62332","-10110","130","","","","","","","","","","",,,"-62241",3000-01-01,"",""
